unique_id,timepoint,domain,age,gender,block_order,met_performance_criteria_typical,met_performance_criteria_stricter,D_overall,D_tt1,D_tt2,D_tt3,D_tt4
chad friendenemy_132,1,Friend-Enemy,18,Female,consistent first,FALSE,FALSE,-0.034871688662566847,-0.33075433440387225,0.45318334096917817,-0.3863710728355445,0.0275450881524665
chad friendenemy_133,1,Friend-Enemy,33,Male,consistent first,TRUE,TRUE,-0.03336319679338032,0.5103259156313987,-0.1947818224211592,-0.470073332014004,0.3729512333095887
chad friendenemy_138,1,Friend-Enemy,20,Male,consistent first,TRUE,TRUE,0.1451963533711774,0.5921729810626075,-0.140343014160745,0.23264219786886647,0.05798139867982837
chad friendenemy_139,1,Friend-Enemy,NA,Male,consistent first,TRUE,TRUE,-0.010712703529379558,0.2208270079442057,0.6068399368284865,-0.4998590539490895,-0.032388228406190336
chad friendenemy_140,1,Friend-Enemy,18,Female,consistent first,TRUE,TRUE,0.4964779414596562,0.3296022586589194,0.4910146406593451,0.326519850566905,0.9629932856985028
chad friendenemy_145,1,Friend-Enemy,18,Female,consistent first,TRUE,TRUE,-0.16120353881538954,0.1404375409586844,0.010632910345066145,-0.4263655573101863,-0.2955124177437418
chad friendenemy_146,1,Friend-Enemy,19,Male,consistent first,TRUE,TRUE,0.3969308806398704,1.3534025051510918,0.3386840528882486,-0.2470809107923083,0.6987862330925131
chad friendenemy_147,1,Friend-Enemy,18,Female,consistent first,TRUE,TRUE,-0.04397974665762109,-0.3304864959907176,0.11059988752854892,-0.32913717114515506,0.4035284372326152
chad friendenemy_152,1,Friend-Enemy,19,Female,consistent first,FALSE,FALSE,0.12199873595557252,0.4941154116118555,0.4274814105823996,-0.5432309940286619,0.09176423767776395
chad friendenemy_153,1,Friend-Enemy,NA,NA,consistent first,TRUE,TRUE,0.11485150522903376,0.6074155659737622,0.0901060884940785,-0.6222945789813925,0.3366885969949848
chad friendenemy_154,1,Friend-Enemy,18,Female,consistent first,TRUE,TRUE,0.14989937913309173,0.6589474018973266,0.3985968762427696,-0.15776291389177702,-0.0807296483880161
chad friendenemy_159,1,Friend-Enemy,18,Female,consistent first,TRUE,TRUE,0.10074384229707442,0.25470513402786527,0.18605972779544055,-0.07163945248137424,0.20294144835250277
chad friendenemy_160,1,Friend-Enemy,NA,NA,consistent first,TRUE,FALSE,0.16449919117676576,0.4689613615877706,0.1631507708581019,0.0911469347974647,-0.23202267945892363
chad friendenemy_161,1,Friend-Enemy,18,Female,consistent first,TRUE,FALSE,-0.1904266179518816,0.2924992152353535,-0.25826623195983256,-0.6519605828312498,-0.04210800172556062
chad friendenemy_166,1,Friend-Enemy,18,Female,consistent first,TRUE,TRUE,0.2471444395363258,0.7604701913791393,0.41815888839405735,-0.39633964273449074,0.03809140707726025
chad friendenemy_167,1,Friend-Enemy,NA,NA,consistent first,TRUE,TRUE,-0.1070716594692729,-0.2941372734593196,0.3392488614028038,-0.6307169859033778,0.43327568889886175
chad friendenemy_168,1,Friend-Enemy,19,Male,consistent first,TRUE,TRUE,0.12470908310880952,0.7175462133658899,0.3687900582829976,-0.25585957859887165,-0.2699703643230589
chad friendenemy_173,1,Friend-Enemy,18,Female,consistent first,TRUE,TRUE,0.037367385323085874,0.2533709212362969,0.2567450391057266,-0.2092309360533361,-0.19583436549832484
chad friendenemy_174,1,Friend-Enemy,NA,NA,consistent first,TRUE,FALSE,-0.059134840498606935,0.4204206355888072,-0.6336389884945814,-0.12541686826049872,-0.11460850837965995
chad friendenemy_175,1,Friend-Enemy,20,Female,consistent first,TRUE,TRUE,0.12257244849397649,0.8196479008753697,-2.593655765557781e-4,-0.3320263129463949,0.08279217646879303
chad friendenemy_180,1,Friend-Enemy,18,Male,consistent first,TRUE,FALSE,0.26474280707918574,0.5086847152529079,0.4608655101132184,-0.21434722560512895,0.3429304379032447
chad friendenemy_182,1,Friend-Enemy,19,Male,consistent first,TRUE,TRUE,0.17312800927381566,0.561301509443574,0.1743902883632982,-0.15670240921812542,0.5509713292779141
chad friendenemy_187,1,Friend-Enemy,18,Male,consistent first,FALSE,FALSE,0.16174151608658796,-0.10251664502332788,0.3359961872687125,0.1701441757497092,0.2040354802851201
chad friendenemy_188,1,Friend-Enemy,NA,NA,consistent first,TRUE,TRUE,0.3567823367050666,0.24949554831961335,0.3545463453349259,0.09730322507429012,0.9075099852977868
chad friendenemy_189,1,Friend-Enemy,19,Female,consistent first,TRUE,TRUE,-0.05867362062744365,0.4923245379988217,0.0713223867596915,-0.185407452030444,-0.5195128616757838
chad friendenemy_203,1,Friend-Enemy,20,Male,consistent first,TRUE,TRUE,0.4020132323837174,0.7483352431006208,0.4702941019550908,0.34755018392374243,0.09064592670823442
chad friendenemy_204,1,Friend-Enemy,19,Female,consistent first,TRUE,TRUE,0.21951808664824385,0.09400221715843704,0.5248186842304969,0.34091022745044947,-0.201000373458779
chad friendenemy_205,1,Friend-Enemy,NA,NA,consistent first,TRUE,TRUE,0.21924058319752804,0.5007479419267727,0.20410982861348448,-0.07912600979923315,0.3802044324610931
chad friendenemy_211,1,Friend-Enemy,18,Female,consistent first,TRUE,TRUE,0.4035833147968389,0.616443661705865,0.7169121336229363,0.09256425067659203,0.23922901224361137
chad friendenemy_212,1,Friend-Enemy,19,Male,consistent first,TRUE,TRUE,0.2262709997599288,0.4742871300358878,0.9156145279121418,-0.26902683042664344,-0.5742771550252288
chad friendenemy_213,1,Friend-Enemy,18,Female,consistent first,TRUE,FALSE,-0.0929378077510756,0.4702620416371196,0.0010976790700512392,-0.3568580442503188,-0.32733532719225394
chad friendenemy_217,1,Friend-Enemy,18,Female,consistent first,FALSE,FALSE,-0.05883189563765901,-0.017582783837122168,0.12904352096084085,-0.6833883567505545,0.482293115026556
chad friendenemy_218,1,Friend-Enemy,18,Male,consistent first,TRUE,TRUE,0.3556764004861488,0.6887359382106265,0.12204995250577168,0.5965392769413174,0.06824763269860248
chad friendenemy_219,1,Friend-Enemy,19,Male,consistent first,FALSE,FALSE,0.02069368911062436,0.33609493060333284,-0.12775900469671855,-0.0272580017231432,-0.2105761386394708
chad friendenemy_225,1,Friend-Enemy,NA,NA,consistent first,TRUE,FALSE,-0.10237376109384932,0.6831470464252325,0.6164319684551577,-0.556439722217084,-0.6380171002708819
chad friendenemy_226,1,Friend-Enemy,19,Female,consistent first,TRUE,TRUE,0.5026954315241785,0.6539787680423789,0.8139555990564802,-0.22619914201799,0.5935216741605617
chad friendenemy_303,1,Friend-Enemy,19,Female,consistent first,TRUE,FALSE,-0.11079312765757152,0.6993686325159758,-0.139380949332389,-0.3514440248787923,-0.09440097282397408
chad friendenemy_304,1,Friend-Enemy,18,Female,consistent first,TRUE,TRUE,0.20700714392215075,0.14337173873626918,0.5719554022020111,-0.192992917872222,0.4144027590061803
chad friendenemy_305,1,Friend-Enemy,18,Female,consistent first,FALSE,FALSE,0.6246348613060339,0.8455446974908358,0.6987143222860447,0.1963846438522763,0.75205342861125
chad friendenemy_310,1,Friend-Enemy,18,Female,consistent first,TRUE,FALSE,0.14756648716783963,0.30145291584886147,0.47095331401439167,-0.6616755201664052,0.36466718963562006
chad friendenemy_311,1,Friend-Enemy,18,Female,consistent first,TRUE,TRUE,-0.06528662074020947,0.2411399147246356,-0.15444918770543767,-0.4452383941477342,0.17800091449213923
chad friendenemy_312,1,Friend-Enemy,19,Male,consistent first,TRUE,TRUE,0.24128154171322144,0.8526805111294402,0.4381977462149708,-0.5172870706630185,0.05245575134950027
chad friendenemy_317,1,Friend-Enemy,18,Female,consistent first,TRUE,FALSE,0.4040606387164563,0.6377000737210785,0.9374539052095208,0.16456385135733534,0.13079291668708817
chad friendenemy_318,1,Friend-Enemy,19,Female,consistent first,TRUE,FALSE,0.4436993228958973,0.6558245005034753,0.1579402308043036,0.4309722484107431,0.4500638524818731
chad friendenemy_319,1,Friend-Enemy,18,Male,consistent first,TRUE,TRUE,0.21670743793789576,0.5171360083029313,0.0971900833986192,-0.1979026377597605,0.4126597890891555
chad friendenemy_324,1,Friend-Enemy,18,Female,consistent first,TRUE,FALSE,-0.14057186239662375,0.03496842669027474,-0.3253037144349753,-0.1784974780824671,0.09417200885453451
chad friendenemy_325,1,Friend-Enemy,18,Female,consistent first,TRUE,TRUE,0.13778035795150756,0.8039341889979505,-0.22533513944610423,-0.12051300242963137,0.12149086868580816
chad friendenemy_326,1,Friend-Enemy,18,Male,consistent first,TRUE,TRUE,0.5725844460230025,0.906892774251002,0.7353344362841646,0.4533898229847029,0.3570644813635432
chad friendenemy_331,1,Friend-Enemy,19,Female,consistent first,TRUE,TRUE,0.12249258056591794,0.32026880775222466,0.662986741220159,-0.22598973149250756,-0.13285877460061124
chad friendenemy_332,1,Friend-Enemy,NA,NA,consistent first,TRUE,TRUE,0.20799648286252817,0.3619833801879188,-0.5069172693075237,0.17573547195374475,0.609334076851508
chad friendenemy_338,1,Friend-Enemy,18,Female,consistent first,TRUE,TRUE,-0.10915374609506516,0.1712842351932744,-0.15605020248769966,0.18203996665945532,-0.4128982051897897
chad friendenemy_339,1,Friend-Enemy,NA,NA,consistent first,TRUE,TRUE,-0.16453351688127854,0.0907444558151258,0.03420121611959296,-0.61211910087703,-0.1812069086672869
chad friendenemy_340,1,Friend-Enemy,19,Female,consistent first,TRUE,FALSE,0.3862278945373154,0.5965383194308492,0.1767126773988673,0.3647137938406897,0.5069171815283557
chad friendenemy_345,1,Friend-Enemy,21,Female,consistent first,FALSE,FALSE,0.1158760291354128,0.1568968866245794,0.05054569649662416,-0.1218421561591126,0.31122117185831627
chad friendenemy_346,1,Friend-Enemy,NA,NA,consistent first,TRUE,FALSE,0.15413649205218646,0.3972816889229915,-0.012595998129695836,-0.17009052869658867,0.4582156861905156
chad friendenemy_347,1,Friend-Enemy,28,Male,consistent first,TRUE,FALSE,-0.23417910934585545,0.21556564006887,-0.18839605144795252,-0.4534274316168356,-0.3461069924821568
chad friendenemy_352,1,Friend-Enemy,19,Female,consistent first,TRUE,TRUE,0.01723793371872357,0.3740269971391584,0.1687661878026095,-0.1131865553497323,-0.4399973015518183
chad friendenemy_353,1,Friend-Enemy,NA,NA,consistent first,TRUE,TRUE,-0.32799965530649755,-0.36940301584607177,-0.3257910109243796,-0.08396173268312157,-0.5137188021875204
chad friendenemy_354,1,Friend-Enemy,18,Female,consistent first,TRUE,TRUE,-0.15352889462074307,0.04954530423189804,-0.1844590110843727,-0.3286207255129592,-0.3448891404235321
chad friendenemy_359,1,Friend-Enemy,19,Female,consistent first,TRUE,TRUE,-3.998651495991998e-4,0.11745078087534189,-0.11070805228423666,-0.2399599513587292,0.43963757692624855
chad friendenemy_360,1,Friend-Enemy,NA,NA,consistent first,TRUE,TRUE,0.06852797534476698,0.7265919381548632,-0.4653977310906808,-0.370872451231085,0.1885197651402793
chad friendenemy_361,1,Friend-Enemy,18,Male,consistent first,TRUE,FALSE,-0.039757320775304576,0.07517402194533819,0.25092775544338186,-0.2247118160436352,-0.07228411161143555
chad friendenemy_366,1,Friend-Enemy,21,Male,consistent first,TRUE,TRUE,0.02827261760498884,0.6390710363321026,0.1778168223899814,-0.4502932841848133,-0.17949771117259258
chad friendenemy_367,1,Friend-Enemy,NA,NA,consistent first,TRUE,FALSE,-0.03152806427605622,0.11272153465296544,-0.02086797924588733,-0.06288013425419255,-0.11237954517209192
chad friendenemy_368,1,Friend-Enemy,18,Male,consistent first,FALSE,FALSE,0.2131190795327345,0.4742088771648269,0.7513112519669393,-0.15541929576604016,-0.22907951064549173
chad friendenemy_373,1,Friend-Enemy,30,Male,consistent first,TRUE,TRUE,-0.04014132004594576,-0.023428452048081947,0.10513176877404992,-0.1770216676260837,-0.01270304711640986
chad friendenemy_374,1,Friend-Enemy,NA,NA,consistent first,TRUE,TRUE,0.08318117438929633,0.18664874682908375,0.5860543585414192,-0.193272297907052,-0.19887630037669643
chad friendenemy_403,1,Friend-Enemy,18,Female,consistent first,TRUE,FALSE,0.2312710043044148,0.6800440107632413,0.3412470719990916,-0.4792113740207048,0.33606545522663456
chad friendenemy_404,1,Friend-Enemy,19,Female,consistent first,TRUE,TRUE,0.3316563725357942,0.5594673483608181,0.4103995692410549,-0.12243081753685991,0.3856071063555291
chad friendenemy_405,1,Friend-Enemy,18,Female,consistent first,TRUE,TRUE,-0.19290177015065357,-0.018885226615508077,-0.017917410030240753,-0.6388487909359655,-0.2463112075029761
chad friendenemy_410,1,Friend-Enemy,18,Female,consistent first,FALSE,FALSE,0.7198237134486587,1.2428788307312586,0.9476857147393364,0.4176626539554458,0.25050993646570946
chad friendenemy_412,1,Friend-Enemy,18,Male,consistent first,TRUE,FALSE,-0.02546735412322375,1.1685285097990683,-0.1429175965886322,-0.3287756896543388,-0.38119614811912456
chad friendenemy_503,1,Friend-Enemy,18,Female,consistent first,TRUE,FALSE,0.3641919666266527,0.8603520878625032,0.07562789523111027,0.4469408865818901,0.1545382634209128
chad friendenemy_504,1,Friend-Enemy,19,Female,consistent first,TRUE,FALSE,0.32279156865207803,0.5378662279014305,0.5195099663505662,-0.5816783344215606,0.5771931369453477
chad friendenemy_505,1,Friend-Enemy,18,Female,consistent first,TRUE,FALSE,0.23919205533039103,0.5392593236234292,0.0696353836907463,0.231176478773848,0.2412423349051528
chad friendenemy_510,1,Friend-Enemy,19,Female,consistent first,TRUE,TRUE,0.4761341683703491,0.5705719416277273,0.7879317776511394,-0.6163351184683449,0.7039298155163227
chad friendenemy_511,1,Friend-Enemy,NA,NA,consistent first,TRUE,TRUE,0.40205595913530623,1.058340986456417,0.4036478515080559,0.05560878284306549,0.014440908786764822
chad friendenemy_512,1,Friend-Enemy,18,Female,consistent first,TRUE,TRUE,0.28929366544082574,0.62794549424125,0.405204109698557,0.1828631920431089,0.26825182858166985
chad friendenemy_517,1,Friend-Enemy,19,Female,consistent first,TRUE,TRUE,-0.08658706356310053,0.802732565161302,-0.5810689037184139,-0.5337362985827471,0.2546731395095298
chad friendenemy_518,1,Friend-Enemy,NA,NA,consistent first,TRUE,FALSE,0.3663512956545209,0.5291647809369506,0.866725352825589,-0.20892881504298208,0.7992535675556982
chad friendenemy_519,1,Friend-Enemy,19,Female,consistent first,TRUE,FALSE,0.14212423587903228,0.7775861845960853,0.4983361894169373,-0.013373270956607796,-0.3150828241326267
chad friendenemy_603,1,Friend-Enemy,19,Female,consistent first,TRUE,TRUE,0.28828879704266724,0.13042317819164245,0.5637029363187234,0.3873516446547736,0.1031603655412086
chad friendenemy_604,1,Friend-Enemy,NA,NA,consistent first,TRUE,TRUE,0.3910557782906484,0.4388022261216089,0.3996105131990804,0.3809595555154467,0.6407662643474173
chad friendenemy_605,1,Friend-Enemy,18,Male,consistent first,TRUE,FALSE,0.11049033033074886,0.1635968598420348,0.11361957646206688,-0.05049909281186079,0.2522555267773595
chad friendenemy_610,1,Friend-Enemy,19,Male,consistent first,TRUE,TRUE,0.288826286671703,0.0415144995614521,0.028373203654310945,0.3207266258974275,0.6045481329497759
chad friendenemy_611,1,Friend-Enemy,NA,NA,consistent first,TRUE,TRUE,0.20503451131562203,0.41342392210058826,0.3704909519391663,-0.15884114719544046,0.04280120054240503
chad friendenemy_612,1,Friend-Enemy,18,Male,consistent first,TRUE,TRUE,-0.08356890397549933,-0.6114354414183629,0.1899035628278824,-0.06793459281460866,-0.046384379831672005
chad lincolnhitler_101,1,Lincoln-Hitler,25,Male,consistent first,TRUE,TRUE,0.4980052815416827,0.7496324093983706,0.44112926033022176,0.5696193266242029,0.17391949652071062
chad lincolnhitler_102,1,Lincoln-Hitler,20,Male,consistent first,TRUE,FALSE,0.20916372259673835,0.1952057895213245,0.2075580550449825,0.05633156675100246,0.4329832423861665
chad lincolnhitler_104,1,Lincoln-Hitler,18,Male,consistent first,TRUE,TRUE,0.2549310744517462,0.7345265579856473,-0.5394781418989028,0.5174575556726251,0.8506924156137974
chad lincolnhitler_105,1,Lincoln-Hitler,18,Female,consistent first,TRUE,TRUE,-0.14967498638098706,-0.04176020637118232,0.3183983396865024,-0.648486176413981,-0.09770385333324476
chad lincolnhitler_108,1,Lincoln-Hitler,18,Female,consistent first,TRUE,TRUE,0.27742507188872423,0.8596680440524213,0.7188318611610899,-0.4059395364316298,-0.2088267515506133
chad lincolnhitler_109,1,Lincoln-Hitler,18,Female,consistent first,FALSE,FALSE,0.5018629181003421,0.54331966998582,0.663985715869814,0.4346434061855214,0.35915541245314603
chad lincolnhitler_111,1,Lincoln-Hitler,19,Male,consistent first,FALSE,FALSE,0.11657138134410912,-0.2949377312398781,0.5005260533593924,0.16747465267352118,0.03646201833142464
chad lincolnhitler_112,1,Lincoln-Hitler,18,Female,consistent first,TRUE,TRUE,0.08050761487055146,0.18770437352622904,-0.14404736659554218,-0.25703322068242246,0.6210134866854617
chad lincolnhitler_115,1,Lincoln-Hitler,19,Male,consistent first,TRUE,TRUE,0.5558604130544282,0.6583041355248028,0.9890401354715016,0.5115331532780247,0.030860735214936943
chad lincolnhitler_116,1,Lincoln-Hitler,18,Male,consistent first,TRUE,TRUE,0.0356002703016389,0.5326536950462226,0.12356284773437023,-0.2878807788183491,-0.3230131324685285
chad lincolnhitler_118,1,Lincoln-Hitler,19,Female,consistent first,TRUE,TRUE,0.2520753684030082,0.16245370449912436,0.5174910229934306,-0.11186845938375052,0.4444317434300241
chad lincolnhitler_119,1,Lincoln-Hitler,NA,Female,consistent first,TRUE,TRUE,0.25017497902244373,0.18117053418054932,0.5370729426819747,0.01780717818225945,0.18908925884225403
chad lincolnhitler_122,1,Lincoln-Hitler,18,Male,consistent first,TRUE,TRUE,0.16294921242003177,0.6537833628888841,-0.202552749747784,-0.5105339775917375,0.40500088306977255
chad lincolnhitler_123,1,Lincoln-Hitler,19,Female,consistent first,TRUE,TRUE,0.26477857976961106,0.7882021418279272,0.211900406237136,-0.09016886771018635,0.17492956097983825
chad lincolnhitler_125,1,Lincoln-Hitler,19,Male,consistent first,TRUE,TRUE,0.5276624054794828,0.4455774420777194,0.6872509833256909,0.739903783374042,0.1411062837430843
chad lincolnhitler_126,1,Lincoln-Hitler,18,Female,consistent first,TRUE,TRUE,0.2773165903084411,0.5519218442037217,0.01928494415220098,0.3113771673880212,0.23752228334097983
chad lincolnhitler_129,1,Lincoln-Hitler,18,Female,consistent first,TRUE,TRUE,0.4475908404781398,0.7783887755578692,0.4217273706426909,-0.3568066469293855,0.7561390324684264
chad lincolnhitler_130,1,Lincoln-Hitler,18,Female,consistent first,FALSE,FALSE,-0.00710774105139422,-0.04161070067822371,-0.06614130865732704,-0.4157353626397659,0.4927449080786824
chad lincolnhitler_132,1,Lincoln-Hitler,18,Female,consistent first,FALSE,FALSE,0.28122709092167,0.7203859042123099,0.4247817182182612,-0.06062088788688543,0.08170771860824816
chad lincolnhitler_133,1,Lincoln-Hitler,33,Male,consistent first,TRUE,TRUE,0.1408230026578123,0.5874986526123778,-0.3597593362773519,0.003467196242895899,0.3597903752601392
chad lincolnhitler_136,1,Lincoln-Hitler,18,Female,consistent first,TRUE,TRUE,-0.04741313729363798,-0.09521020403560149,-0.015935756278529473,-0.17891901059802512,0.121902648061098
chad lincolnhitler_137,1,Lincoln-Hitler,18,Female,consistent first,TRUE,TRUE,0.08871485597455014,0.5435027571627253,-0.20438742223978837,0.3536829131604789,-0.4536815581664352
chad lincolnhitler_139,1,Lincoln-Hitler,NA,Male,consistent first,TRUE,TRUE,0.09012430157227996,0.4146466933641106,-0.017547786877444734,-0.1249437476141426,0.23700066697988847
chad lincolnhitler_140,1,Lincoln-Hitler,18,Female,consistent first,TRUE,TRUE,-0.05897598608207751,0.4422120722906108,-0.4600734929033621,-0.4336206347535472,0.4774824874058146
chad lincolnhitler_143,1,Lincoln-Hitler,25,Female,consistent first,TRUE,TRUE,-0.03808214798220794,-0.34069249239204086,0.4697286131729488,-0.10989951198771866,-0.10653851299271376
chad lincolnhitler_144,1,Lincoln-Hitler,18,Female,consistent first,FALSE,FALSE,0.2723864621424972,0.4818867589702909,0.16510648628805993,-0.2218629723105961,0.43214457013111807
chad lincolnhitler_146,1,Lincoln-Hitler,19,Male,consistent first,FALSE,FALSE,0.650529610200774,0.6118775756713887,0.3220965598078045,0.9199876233261568,1.2849918741838868
chad lincolnhitler_147,1,Lincoln-Hitler,18,Female,consistent first,TRUE,TRUE,0.29067005484208885,0.6706841385334535,0.1835017423338929,0.2471801725942361,0.11226090217374037
chad lincolnhitler_150,1,Lincoln-Hitler,30,Male,consistent first,TRUE,TRUE,-0.242714565673359,-0.08644210802095038,-0.29358011182768806,-0.31674229553085587,-0.4282387140823334
chad lincolnhitler_151,1,Lincoln-Hitler,24,Male,consistent first,TRUE,FALSE,0.10000872853571575,0.005014967871620248,0.6183522223614231,0.09626152429557104,-0.0927368580023994
chad lincolnhitler_153,1,Lincoln-Hitler,18,Female,consistent first,TRUE,FALSE,0.10767518661619524,0.3566665105349205,0.3289638852725981,-0.1597045322989381,-0.0702166905462693
chad lincolnhitler_154,1,Lincoln-Hitler,NA,NA,consistent first,TRUE,TRUE,0.258634020162656,0.8475829351824343,0.406140997484465,-0.2525732156841097,0.14570809303459792
chad lincolnhitler_157,1,Lincoln-Hitler,18,Female,consistent first,TRUE,FALSE,0.21265661589576945,0.3987617637807348,0.5287800573733107,-0.5464318162672503,0.0967080184679275
chad lincolnhitler_158,1,Lincoln-Hitler,18,Female,consistent first,TRUE,TRUE,0.10566675592265222,-0.20077695844839613,0.4533487001552264,-0.10767408276634906,0.19508059397295452
chad lincolnhitler_160,1,Lincoln-Hitler,18,Female,consistent first,TRUE,FALSE,0.4608379980544671,0.4834756311065239,0.6816441228116213,0.4868234919058063,0.1687482577176755
chad lincolnhitler_161,1,Lincoln-Hitler,NA,NA,consistent first,TRUE,TRUE,0.31614109774242755,0.107313786289169,0.10059756715413036,0.6685922272455255,0.38287170880976656
chad lincolnhitler_164,1,Lincoln-Hitler,20,Male,consistent first,TRUE,TRUE,-0.1547031325162829,0.023968714708161084,-0.1196551526365838,-0.5596260458920485,-0.12008806836378548
chad lincolnhitler_165,1,Lincoln-Hitler,19,Female,consistent first,TRUE,FALSE,-0.017688346067742552,0.008501273686016962,0.21519320606891096,0.05685748214193747,-0.3254110687371681
chad lincolnhitler_167,1,Lincoln-Hitler,18,Female,consistent first,TRUE,FALSE,-0.3355770742761885,0.1529992542531542,-0.5186561304059245,-0.6477971891868278,-0.04389978538828053
chad lincolnhitler_168,1,Lincoln-Hitler,NA,NA,consistent first,TRUE,TRUE,0.015666457060363896,-0.0794680510666839,0.530510995149366,-0.2476347551784172,-0.2916910374685643
chad lincolnhitler_171,1,Lincoln-Hitler,19,Male,consistent first,TRUE,TRUE,0.1454365460378361,0.5985581479784574,0.4116899450005888,-0.39296649896985136,0.25413304871527104
chad lincolnhitler_172,1,Lincoln-Hitler,18,Male,consistent first,TRUE,FALSE,0.21228734522383488,0.08990408463372428,0.3272782871100045,0.24329749412160195,0.15382071581812748
chad lincolnhitler_174,1,Lincoln-Hitler,18,Female,consistent first,FALSE,FALSE,-0.1447063029882731,-0.6968370711173294,-0.7712561204041706,0.4646143552094111,0.10694276768597293
chad lincolnhitler_175,1,Lincoln-Hitler,NA,NA,consistent first,TRUE,FALSE,-0.3120353493015344,0.43683666183271846,-0.8265211216883366,-0.7038164373560591,0.09021065169870132
chad lincolnhitler_178,1,Lincoln-Hitler,20,Female,consistent first,TRUE,TRUE,0.23759498852519623,1.0398236067757625,0.06132786332316891,-0.5111764301178493,0.37629805158428736
chad lincolnhitler_179,1,Lincoln-Hitler,19,Female,consistent first,TRUE,TRUE,0.17701182936625834,0.29597759610782326,-0.02774870198600784,0.24538665801214968,0.21051304603706653
chad lincolnhitler_181,1,Lincoln-Hitler,21,Female,consistent first,TRUE,TRUE,-0.2424104824089983,0.2322613904621815,-0.5107626560610109,-0.1522172342305291,-0.40427050225458194
chad lincolnhitler_182,1,Lincoln-Hitler,NA,NA,consistent first,TRUE,TRUE,0.1851992270428019,0.4966236552751712,-0.3997473240635442,0.2269420966562057,0.37820415202616897
chad lincolnhitler_185,1,Lincoln-Hitler,18,Male,consistent first,TRUE,FALSE,0.1868487738679849,-0.1817305616388417,0.29348900822420027,0.1929555430430401,0.3434722121575225
chad lincolnhitler_186,1,Lincoln-Hitler,18,Male,consistent first,TRUE,FALSE,-0.5412242636766786,-0.5371204031375895,-0.31918007242063345,-0.5730273866166197,-0.7793070268009488
chad lincolnhitler_188,1,Lincoln-Hitler,18,Female,consistent first,TRUE,FALSE,-0.1878265474582181,0.4377249746901134,0.02518708716161976,-0.48756817294248966,-0.4884861857518178
chad lincolnhitler_189,1,Lincoln-Hitler,NA,NA,consistent first,TRUE,TRUE,-0.03941668174740318,0.3386149968031771,0.5022840098775356,-0.6094729405858546,0.14528452705206513
chad lincolnhitler_201,1,Lincoln-Hitler,21,Male,consistent first,TRUE,FALSE,0.3960770681094081,0.8548217340976055,0.1583282853308187,0.26987869262424424,0.42986155198369935
chad lincolnhitler_202,1,Lincoln-Hitler,22,Male,consistent first,TRUE,FALSE,0.27417469209450324,0.8411583494880727,0.5673046144748269,-0.2196127626463716,0.07358328997880229
chad lincolnhitler_204,1,Lincoln-Hitler,19,Female,consistent first,TRUE,TRUE,-0.17613505726539072,0.563030788075383,-0.2398302028322976,-0.4980291102039934,-0.3944987347835025
